Customer_ID,Name,Age,Annual_Income,Education_Level,Occupation,City,Customer_Reviews,Purchase_Frequency,Product_Category,Target_Variable
CUST0461,Customer_461,53.0,71494.02,Master,Scientist,Houston,"Decent quality, but shipping took too long. *",23,Clothing,High
CUST0462,Customer_462,62.0,39798.24,Bachelor,Doctor,New York,Terrible experience. Never shopping here again! @!%,5,Toys,Low
CUST0463,Customer_463,,20973.49,High School,Lawyer,New York,"The packaging was damaged, but the product is fine. $%",18,Home Appliances,Medium
CUST0464,Customer_464,33.0,24552.09,Bachelor,Teacher,Houston,Love it! Perfect for my needs. !~@,10,Clothing,High
CUST0465,Customer_465,39.0,53833.56,Master,Engineer,New York,"It's okay, not the best, but does the job. $%",14,Toys,High
CUST0466,Customer_466,26.0,60493.38,,Doctor,Chicago,"Decent quality, but shipping took too long. &@!",28,Home Appliances,High
CUST0467,Customer_467,19.0,69476.21,Bachelor,Lawyer,Los Angeles,Great product! Would definitely buy again. ^*$,5,Toys,High
CUST0468,Customer_468,50.0,97175.07,PhD,Lawyer,Houston,Customer service was very helpful! !%,16,Books,Low
CUST0469,Customer_469,40.0,49250.87,Master,Scientist,Chicago,"It's okay, not the best, but does the job. *",28,Books,Low
CUST0470,Customer_470,39.0,57409.84,Master,Engineer,Chicago,Terrible experience. Never shopping here again! *%,13,Electronics,Low
CUST0471,Customer_471,49.0,105074.75,Master,Doctor,Chicago,Customer service was very helpful! ~!$,8,,Low
CUST0472,Customer_472,65.0,43295.59,High School,Engineer,New York,Not what I expected... could be better. ~,23,,High
CUST0473,Customer_473,66.0,33224.1,PhD,Engineer,Los Angeles,Great product! Would definitely buy again. *#,15,Electronics,High
CUST0474,Customer_474,29.0,86127.48,Bachelor,Artist,New York,Worst purchase I've made. Very disappointed! ###,3,Clothing,Low
CUST0475,Customer_475,51.0,100655.73,PhD,Doctor,Los Angeles,"It's okay, not the best, but does the job. ^~",25,Books,High
CUST0476,Customer_476,20.0,88911.43,Master,Doctor,Los Angeles,Great product! Would definitely buy again. @,5,Clothing,Medium
CUST0477,Customer_477,67.0,102988.66,PhD,Engineer,New York,Worst purchase I've made. Very disappointed! %#,5,Clothing,High
CUST0478,Customer_478,47.0,83355.7,Master,Teacher,Phoenix,Worst purchase I've made. Very disappointed! &@,30,Clothing,Medium
CUST0479,Customer_479,19.0,117408.36,Bachelor,Teacher,Phoenix,Worst purchase I've made. Very disappointed! %!,13,Home Appliances,High
CUST0480,Customer_480,23.0,48047.52,Bachelor,Lawyer,Los Angeles,"The packaging was damaged, but the product is fine. !",5,Toys,High
CUST0481,Customer_481,61.0,62061.51,Master,Artist,Chicago,"Decent quality, but shipping took too long. #",12,Home Appliances,Medium
CUST0482,Customer_482,57.0,77742.9,High School,Teacher,Phoenix,"Decent quality, but shipping took too long. ##",29,Toys,Low
CUST0483,Customer_483,48.0,46263.43,Bachelor,Lawyer,Phoenix,"It's okay, not the best, but does the job. $&",28,Home Appliances,Low
CUST0484,Customer_484,55.0,59395.78,Bachelor,Scientist,Phoenix,Not what I expected... could be better. ~&#,22,Home Appliances,High
CUST0485,Customer_485,,64317.85,Bachelor,Artist,Chicago,"Decent quality, but shipping took too long. &$$",25,Books,Medium
CUST0486,Customer_486,67.0,94133.14,Master,Doctor,Los Angeles,Amazing! Highly recommended. %@,21,Clothing,Low
CUST0487,Customer_487,66.0,115155.97,PhD,Doctor,Phoenix,,26,Clothing,Low
CUST0488,Customer_488,69.0,119045.06,PhD,Artist,Chicago,Worst purchase I've made. Very disappointed! ^**,7,Toys,Medium
CUST0489,Customer_489,51.0,56140.59,Master,Teacher,New York,Worst purchase I've made. Very disappointed! &,11,Clothing,Low
CUST0490,Customer_490,50.0,44331.63,Bachelor,Engineer,New York,Not what I expected... could be better. ^,26,Home Appliances,High
CUST0491,Customer_491,20.0,73749.37,PhD,Artist,Chicago,Customer service was very helpful! ^,11,Clothing,Low
CUST0492,Customer_492,20.0,75429.07,Master,Doctor,Phoenix,Customer service was very helpful! ~~#,29,Electronics,Medium
CUST0493,Customer_493,45.0,82403.3,Master,Lawyer,Los Angeles,Great product! Would definitely buy again. ^,12,Books,High
CUST0494,Customer_494,21.0,74041.63,Master,Artist,Los Angeles,Great product! Would definitely buy again. #,6,Books,Medium
CUST0495,Customer_495,45.0,119922.8,Master,Artist,Phoenix,"Decent quality, but shipping took too long. ~~^",7,Toys,High
CUST0496,Customer_496,24.0,64170.59,Bachelor,Doctor,New York,Amazing! Highly recommended. #,8,Electronics,Low
CUST0497,Customer_497,39.0,107125.67,Master,Lawyer,New York,Customer service was very helpful! *,4,Home Appliances,Medium
CUST0498,Customer_498,47.0,24374.19,PhD,Engineer,Chicago,Love it! Perfect for my needs. !,19,Toys,Medium
CUST0499,Customer_499,27.0,,Bachelor,Scientist,Chicago,"It's okay, not the best, but does the job. &",16,Home Appliances,Medium
CUST0500,Customer_500,68.0,91654.54,High School,Artist,Phoenix,Not what I expected... could be better. #~,14,Electronics,High
CUST0501,Customer_501,24.0,98385.05,Master,Scientist,Chicago,Love it! Perfect for my needs. !*#,26,Toys,Medium
CUST0502,Customer_502,61.0,34921.82,High School,Engineer,New York,"The packaging was damaged, but the product is fine. @@^",6,Toys,Low
CUST0503,Customer_503,22.0,29130.95,Master,Doctor,Chicago,"It's okay, not the best, but does the job. @",22,Clothing,Medium
CUST0504,Customer_504,23.0,54029.95,Master,Lawyer,Phoenix,Love it! Perfect for my needs. #!,6,Electronics,High
CUST0505,Customer_505,49.0,22630.35,Bachelor,Artist,Chicago,Great product! Would definitely buy again. *&,20,Clothing,Medium
CUST0506,Customer_506,59.0,118509.84,Master,Doctor,Phoenix,Amazing! Highly recommended. !@,7,Electronics,Low
CUST0507,Customer_507,49.0,,Master,,Los Angeles,Not what I expected... could be better. @$,29,Toys,Medium
CUST0508,Customer_508,51.0,65292.33,PhD,Lawyer,Houston,"Decent quality, but shipping took too long. #",9,Home Appliances,Low
CUST0509,Customer_509,54.0,116489.93,High School,Teacher,New York,Worst purchase I've made. Very disappointed! #~*,11,Electronics,High
CUST0510,Customer_510,32.0,112704.49,High School,Doctor,Phoenix,"It's okay, not the best, but does the job. &",1,Clothing,High
CUST0511,Customer_511,67.0,,High School,Doctor,New York,"The packaging was damaged, but the product is fine. @*",11,Toys,Low
CUST0512,Customer_512,60.0,54508.13,Master,,Chicago,"It's okay, not the best, but does the job. #&",12,Books,Low
CUST0513,Customer_513,59.0,21701.82,Master,Doctor,Chicago,"It's okay, not the best, but does the job. $!^",16,Home Appliances,Low
CUST0514,Customer_514,,40556.19,PhD,Lawyer,Phoenix,Terrible experience. Never shopping here again! !@$,2,Toys,Low
CUST0515,Customer_515,48.0,102480.5,High School,Scientist,Chicago,Not what I expected... could be better. &^#,20,Clothing,Low
CUST0516,Customer_516,33.0,81747.08,PhD,Lawyer,Phoenix,Amazing! Highly recommended. ##,23,Books,Medium
CUST0517,Customer_517,34.0,89262.56,High School,,Chicago,Not what I expected... could be better. %#,5,Home Appliances,High
CUST0518,Customer_518,24.0,44317.35,High School,Lawyer,New York,Not what I expected... could be better. ^,8,Home Appliances,High
CUST0519,Customer_519,42.0,103707.61,,Engineer,Chicago,Love it! Perfect for my needs. $&,2,Home Appliances,High
CUST0520,Customer_520,45.0,48298.14,,Engineer,Chicago,Terrible experience. Never shopping here again! !,12,,Medium
CUST0521,Customer_521,47.0,47104.25,Master,Artist,Phoenix,"Decent quality, but shipping took too long. $#!",13,Clothing,Medium
CUST0522,Customer_522,62.0,26386.07,PhD,Scientist,Los Angeles,,7,Toys,Medium
CUST0523,Customer_523,55.0,82566.83,PhD,Teacher,Chicago,"The packaging was damaged, but the product is fine. ^*$",5,Electronics,High
CUST0524,Customer_524,33.0,,Bachelor,Scientist,New York,Worst purchase I've made. Very disappointed! !$,19,Home Appliances,Low
CUST0525,Customer_525,40.0,52430.39,PhD,Scientist,Houston,Love it! Perfect for my needs. ^&,13,Books,Medium
CUST0526,Customer_526,31.0,29146.23,Master,Scientist,New York,Worst purchase I've made. Very disappointed! $!^,19,Electronics,Low
CUST0527,Customer_527,68.0,66332.71,Master,Teacher,Chicago,Customer service was very helpful! &^,22,Electronics,Low
CUST0528,Customer_528,50.0,117881.49,Bachelor,Artist,Chicago,"Decent quality, but shipping took too long. #~",30,Toys,Medium
CUST0529,Customer_529,38.0,117590.22,PhD,Engineer,Chicago,Customer service was very helpful! @&,13,Toys,Low
CUST0530,Customer_530,39.0,91264.22,High School,Artist,Los Angeles,Terrible experience. Never shopping here again! @!,10,Home Appliances,High
CUST0531,Customer_531,23.0,60305.09,Bachelor,Doctor,Phoenix,,8,Toys,High
CUST0532,Customer_532,39.0,36343.3,Master,Teacher,Houston,Amazing! Highly recommended. @#*,18,Toys,Medium
CUST0533,Customer_533,42.0,21450.48,Bachelor,Artist,Phoenix,,21,Toys,Medium
CUST0534,Customer_534,42.0,39275.06,Bachelor,Artist,New York,"Decent quality, but shipping took too long. $!!",2,Clothing,High
CUST0535,Customer_535,61.0,66754.02,Bachelor,Engineer,Los Angeles,"It's okay, not the best, but does the job. *@",23,Books,High
CUST0536,Customer_536,37.0,118436.36,High School,Doctor,Phoenix,"Decent quality, but shipping took too long. &$#",5,Books,Low
CUST0537,Customer_537,41.0,21157.59,Bachelor,Artist,Chicago,Love it! Perfect for my needs. @~,16,Clothing,Medium
CUST0538,Customer_538,27.0,109338.75,,Scientist,Los Angeles,"The packaging was damaged, but the product is fine. @~#",5,Electronics,Medium
CUST0539,Customer_539,26.0,85765.52,High School,Engineer,Los Angeles,Terrible experience. Never shopping here again! &,6,Books,Medium
CUST0540,Customer_540,59.0,49640.5,High School,Doctor,Phoenix,"The packaging was damaged, but the product is fine. !",7,Toys,Low
CUST0541,Customer_541,41.0,97808.84,High School,Teacher,Los Angeles,Great product! Would definitely buy again. !*@,30,Home Appliances,Low
CUST0542,Customer_542,63.0,63911.3,High School,Teacher,Phoenix,"Decent quality, but shipping took too long. *",29,Home Appliances,Medium
CUST0543,Customer_543,54.0,81498.16,High School,Scientist,Houston,Worst purchase I've made. Very disappointed! $$,4,Toys,Low
CUST0544,Customer_544,57.0,107111.85,High School,Engineer,Houston,,1,Clothing,Medium
CUST0545,Customer_545,24.0,59214.04,Master,Engineer,Los Angeles,Amazing! Highly recommended. $,19,Books,High
CUST0546,Customer_546,70.0,61317.13,Bachelor,Teacher,Los Angeles,,26,Home Appliances,High
CUST0547,Customer_547,45.0,,PhD,Artist,Phoenix,"It's okay, not the best, but does the job. @#*",14,Home Appliances,High
CUST0548,Customer_548,50.0,57731.63,Bachelor,Scientist,Houston,Great product! Would definitely buy again. !%,23,Books,Medium
CUST0549,Customer_549,61.0,73575.15,PhD,Teacher,Los Angeles,Terrible experience. Never shopping here again! $&%,27,Electronics,Medium
CUST0550,Customer_550,25.0,20313.8,Bachelor,Lawyer,New York,"The packaging was damaged, but the product is fine. !",7,Books,Low
CUST0551,Customer_551,25.0,112473.43,High School,Artist,New York,Amazing! Highly recommended. #,19,Toys,Low
CUST0552,Customer_552,,60818.95,High School,Engineer,Los Angeles,Worst purchase I've made. Very disappointed! $#,20,Clothing,Low
CUST0553,Customer_553,57.0,60357.96,Master,Scientist,Los Angeles,Great product! Would definitely buy again. @!,4,Home Appliances,High
CUST0554,Customer_554,60.0,47380.63,High School,Engineer,New York,Customer service was very helpful! $,9,Home Appliances,Low
CUST0555,Customer_555,46.0,88875.03,High School,Doctor,Chicago,Amazing! Highly recommended. &,9,Electronics,Medium
CUST0556,Customer_556,22.0,37745.19,Master,Scientist,Houston,"The packaging was damaged, but the product is fine. ^@",7,Books,Low
CUST0557,Customer_557,59.0,27541.69,PhD,Lawyer,New York,Terrible experience. Never shopping here again! *#,13,Books,High
CUST0558,Customer_558,32.0,85770.92,High School,Engineer,Phoenix,"It's okay, not the best, but does the job. *",25,Books,Low
CUST0559,Customer_559,,26620.98,Master,Scientist,Phoenix,Not what I expected... could be better. $*,5,Clothing,Low
CUST0560,Customer_560,37.0,45950.26,Master,Engineer,New York,"The packaging was damaged, but the product is fine. $&",29,Books,Low
CUST0561,Customer_561,24.0,86734.64,Master,Teacher,Phoenix,"It's okay, not the best, but does the job. *@!",17,Toys,High
CUST0562,Customer_562,34.0,38690.21,Bachelor,Artist,New York,"It's okay, not the best, but does the job. #**",5,Clothing,High
CUST0563,Customer_563,19.0,102290.89,,Scientist,Phoenix,,3,Electronics,Medium
CUST0564,Customer_564,67.0,100813.7,High School,Lawyer,Houston,Not what I expected... could be better. #,22,Electronics,High
CUST0565,Customer_565,19.0,49030.12,High School,Doctor,New York,"Decent quality, but shipping took too long. !",26,Books,Low
CUST0566,Customer_566,62.0,70252.03,Bachelor,Scientist,Phoenix,Love it! Perfect for my needs. %@,14,Clothing,Medium
CUST0567,Customer_567,32.0,,High School,Scientist,New York,Not what I expected... could be better. ~,20,Clothing,Low
CUST0568,Customer_568,49.0,73559.3,PhD,Artist,Phoenix,Love it! Perfect for my needs. &*#,19,Toys,Low
CUST0569,Customer_569,45.0,93479.98,Bachelor,Engineer,New York,Customer service was very helpful! $&,2,Toys,Medium
CUST0570,Customer_570,27.0,105429.56,PhD,Teacher,Phoenix,Great product! Would definitely buy again. !,24,Clothing,Low
CUST0571,Customer_571,58.0,46031.06,High School,,Phoenix,Terrible experience. Never shopping here again! %$,12,Clothing,High
CUST0572,Customer_572,26.0,62806.03,Master,Teacher,New York,Worst purchase I've made. Very disappointed! %@,5,Toys,High
CUST0573,Customer_573,47.0,56147.2,Master,Doctor,New York,Love it! Perfect for my needs. @~%,14,Clothing,Low
CUST0574,Customer_574,45.0,22290.85,High School,,Los Angeles,Terrible experience. Never shopping here again! **,8,Clothing,Medium
CUST0575,Customer_575,29.0,33100.98,PhD,Teacher,Chicago,Customer service was very helpful! @$%,16,Toys,High
CUST0576,Customer_576,29.0,22996.21,Master,Lawyer,New York,,20,,High
CUST0577,Customer_577,45.0,70627.24,Master,Scientist,Houston,Customer service was very helpful! *^,20,Home Appliances,Medium
CUST0578,Customer_578,54.0,73316.91,High School,Teacher,New York,,23,Books,High
CUST0579,Customer_579,43.0,29225.03,PhD,Engineer,Phoenix,Customer service was very helpful! %$*,28,Books,High
CUST0580,Customer_580,21.0,75806.37,Bachelor,Engineer,Chicago,Great product! Would definitely buy again. &,23,Clothing,High
CUST0581,Customer_581,26.0,82958.61,,Artist,Los Angeles,Love it! Perfect for my needs. $&,25,Home Appliances,Medium
CUST0582,Customer_582,22.0,90278.86,PhD,Engineer,New York,Not what I expected... could be better. ~@,5,Electronics,Low
CUST0583,Customer_583,54.0,75771.02,High School,Teacher,Chicago,"The packaging was damaged, but the product is fine. $",27,Books,High
CUST0584,Customer_584,34.0,29216.23,High School,Teacher,Houston,Terrible experience. Never shopping here again! &*~,14,Books,High
CUST0585,Customer_585,70.0,66924.67,PhD,Doctor,Chicago,"Decent quality, but shipping took too long. &",28,Clothing,Medium
CUST0586,Customer_586,47.0,76334.51,High School,Lawyer,Phoenix,Terrible experience. Never shopping here again! *~,27,,Medium
CUST0587,Customer_587,20.0,81880.48,PhD,Lawyer,New York,Not what I expected... could be better. #*@,18,Clothing,Low
CUST0588,Customer_588,37.0,104423.27,PhD,Scientist,Houston,Terrible experience. Never shopping here again! #,20,Books,Low
CUST0589,Customer_589,70.0,44707.75,Bachelor,Engineer,New York,Customer service was very helpful! @@,14,Home Appliances,Medium
CUST0590,Customer_590,61.0,103934.84,Bachelor,Artist,Phoenix,,7,Clothing,Medium
CUST0591,Customer_591,53.0,94390.01,High School,,Los Angeles,Great product! Would definitely buy again. *,19,Clothing,Low
CUST0592,Customer_592,45.0,46062.09,High School,Teacher,Phoenix,Not what I expected... could be better. #!^,10,Clothing,Low
CUST0593,Customer_593,24.0,48578.47,Master,Doctor,Chicago,"Decent quality, but shipping took too long. @",3,Toys,Medium
CUST0594,Customer_594,70.0,56026.69,High School,Doctor,Los Angeles,Amazing! Highly recommended. ^!,8,Home Appliances,High
CUST0595,Customer_595,32.0,77801.82,Master,Doctor,Los Angeles,Amazing! Highly recommended. &^,8,Home Appliances,High
CUST0596,Customer_596,20.0,68216.77,Master,Lawyer,Chicago,Love it! Perfect for my needs. %^,29,Electronics,Medium
CUST0597,Customer_597,50.0,38366.64,High School,Scientist,Phoenix,"The packaging was damaged, but the product is fine. $",27,Home Appliances,High
CUST0598,Customer_598,64.0,109460.34,Master,Scientist,New York,Amazing! Highly recommended. #,28,Electronics,Medium
CUST0599,Customer_599,70.0,53931.82,High School,Scientist,New York,Not what I expected... could be better. &^,9,Clothing,Low
CUST0600,Customer_600,42.0,89259.48,Bachelor,Teacher,Los Angeles,Amazing! Highly recommended. @,19,Clothing,High
CUST0601,Customer_601,65.0,80421.36,,Teacher,New York,Amazing! Highly recommended. $*,22,Toys,Low
CUST0602,Customer_602,47.0,103779.17,PhD,Scientist,Chicago,"Decent quality, but shipping took too long. %*^",12,Electronics,Medium
CUST0603,Customer_603,20.0,78728.98,Bachelor,Scientist,New York,Amazing! Highly recommended. @@,25,Home Appliances,High
CUST0604,Customer_604,35.0,95114.62,Bachelor,Artist,New York,Amazing! Highly recommended. ~#,27,,High
CUST0605,Customer_605,41.0,67151.72,PhD,Scientist,New York,Great product! Would definitely buy again. #@^,25,Toys,Low
CUST0606,Customer_606,67.0,93506.35,Bachelor,Scientist,Los Angeles,Customer service was very helpful! ~&%,22,Toys,High
CUST0607,Customer_607,30.0,42222.46,Bachelor,Artist,Houston,Worst purchase I've made. Very disappointed! ^~&,16,,Low
CUST0608,Customer_608,34.0,28512.78,,Artist,Phoenix,Love it! Perfect for my needs. !~,15,Electronics,Medium
CUST0609,Customer_609,22.0,119386.36,Bachelor,Artist,Chicago,Worst purchase I've made. Very disappointed! %^,24,Home Appliances,Medium
CUST0610,Customer_610,66.0,76143.63,Bachelor,Scientist,Los Angeles,Great product! Would definitely buy again. ^,17,Home Appliances,Medium
CUST0611,Customer_611,26.0,86277.68,PhD,Artist,New York,Not what I expected... could be better. ~^~,1,Books,Medium
CUST0612,Customer_612,31.0,98782.93,Master,Artist,Houston,"It's okay, not the best, but does the job. *",6,Toys,High
CUST0613,Customer_613,68.0,90029.58,PhD,Doctor,Phoenix,Customer service was very helpful! ~,22,Home Appliances,High
CUST0614,Customer_614,21.0,57611.36,Master,Doctor,Los Angeles,Not what I expected... could be better. ^,16,Home Appliances,Medium
CUST0615,Customer_615,45.0,90447.58,High School,Lawyer,Phoenix,"Decent quality, but shipping took too long. &#*",13,Clothing,Low
CUST0616,Customer_616,27.0,111888.44,PhD,Teacher,Houston,"It's okay, not the best, but does the job. #%#",20,Electronics,High
CUST0617,Customer_617,,89913.29,PhD,Teacher,Chicago,"It's okay, not the best, but does the job. %@~",18,Books,Low
CUST0618,Customer_618,19.0,51036.31,Master,Scientist,Phoenix,Worst purchase I've made. Very disappointed! ^%,8,Toys,Medium
CUST0619,Customer_619,37.0,102126.88,Bachelor,Engineer,Phoenix,Customer service was very helpful! *@,2,Clothing,High
CUST0620,Customer_620,21.0,110377.39,Master,Engineer,Los Angeles,Worst purchase I've made. Very disappointed! ~%%,17,Books,High
CUST0621,Customer_621,28.0,73128.35,PhD,Doctor,Los Angeles,Amazing! Highly recommended. !@@,17,Home Appliances,High
CUST0622,Customer_622,34.0,78144.3,High School,Lawyer,Houston,Terrible experience. Never shopping here again! &%,1,,Low
CUST0623,Customer_623,31.0,39154.02,High School,Lawyer,Phoenix,Worst purchase I've made. Very disappointed! %,10,Electronics,Medium
CUST0624,Customer_624,57.0,58000.22,Bachelor,Scientist,Los Angeles,"The packaging was damaged, but the product is fine. !",15,Clothing,High
CUST0625,Customer_625,62.0,21917.25,Bachelor,Artist,Los Angeles,Terrible experience. Never shopping here again! #*~,14,Electronics,Medium
CUST0626,Customer_626,33.0,22064.86,Master,Teacher,New York,"The packaging was damaged, but the product is fine. ~@",3,Toys,Medium
CUST0627,Customer_627,56.0,113520.27,PhD,Teacher,Chicago,"It's okay, not the best, but does the job. *!@",7,Books,Low
CUST0628,Customer_628,18.0,113432.62,Bachelor,Artist,New York,Customer service was very helpful! @,14,Books,High
CUST0629,Customer_629,,117461.53,Master,Scientist,Chicago,"The packaging was damaged, but the product is fine. &",30,Home Appliances,Medium
CUST0630,Customer_630,20.0,64740.18,,Engineer,Chicago,"The packaging was damaged, but the product is fine. *~",14,Toys,Low
CUST0631,Customer_631,52.0,42742.99,High School,Scientist,Phoenix,"Decent quality, but shipping took too long. #%@",28,Books,Medium
CUST0632,Customer_632,26.0,52275.36,Master,Doctor,Phoenix,"The packaging was damaged, but the product is fine. ~!%",20,Home Appliances,High
CUST0633,Customer_633,,64178.3,High School,Teacher,Chicago,"The packaging was damaged, but the product is fine. $",20,Toys,High
CUST0634,Customer_634,63.0,,,Artist,Houston,Love it! Perfect for my needs. ^,30,Clothing,Low
CUST0635,Customer_635,40.0,104787.09,PhD,Teacher,New York,Love it! Perfect for my needs. #$,8,Home Appliances,Low
CUST0636,Customer_636,61.0,53568.82,High School,Artist,New York,"Decent quality, but shipping took too long. &%@",12,Clothing,Low
CUST0637,Customer_637,59.0,48150.56,PhD,Teacher,Phoenix,Not what I expected... could be better. @,1,Toys,Low
CUST0638,Customer_638,66.0,74006.82,PhD,Artist,Chicago,Terrible experience. Never shopping here again! #!,18,Electronics,High
CUST0639,Customer_639,32.0,30387.1,High School,Doctor,New York,Not what I expected... could be better. *,9,Clothing,Low
CUST0640,Customer_640,70.0,52701.37,PhD,Scientist,Los Angeles,"The packaging was damaged, but the product is fine. ^*",21,Clothing,High
CUST0641,Customer_641,41.0,29284.72,PhD,Scientist,Phoenix,Love it! Perfect for my needs. *~,28,Books,High
CUST0642,Customer_642,35.0,30367.08,PhD,Doctor,Phoenix,"The packaging was damaged, but the product is fine. $@",5,Toys,Medium
CUST0643,Customer_643,31.0,47865.62,PhD,Doctor,Phoenix,Love it! Perfect for my needs. $,8,Home Appliances,High
CUST0644,Customer_644,63.0,70004.38,Bachelor,Teacher,Chicago,Amazing! Highly recommended. @!,3,Books,High
CUST0645,Customer_645,39.0,79582.49,PhD,Artist,Chicago,,15,Clothing,High
CUST0646,Customer_646,40.0,73947.26,Bachelor,Artist,Los Angeles,"Decent quality, but shipping took too long. ~&!",12,Clothing,Medium
CUST0647,Customer_647,68.0,66096.67,PhD,Scientist,Phoenix,"The packaging was damaged, but the product is fine. ~",9,Toys,High
CUST0648,Customer_648,67.0,101947.68,PhD,Teacher,Phoenix,Great product! Would definitely buy again. !%,21,Toys,Low
CUST0649,Customer_649,51.0,25540.54,Bachelor,Artist,Los Angeles,"It's okay, not the best, but does the job. !",1,Home Appliances,High
CUST0650,Customer_650,19.0,84521.45,High School,Lawyer,Chicago,Worst purchase I've made. Very disappointed! $^,2,Electronics,Low
CUST0651,Customer_651,26.0,,Bachelor,Lawyer,Chicago,"The packaging was damaged, but the product is fine. *^&",10,Toys,Medium
CUST0652,Customer_652,64.0,80656.86,Bachelor,Lawyer,Phoenix,Terrible experience. Never shopping here again! $&@,11,Electronics,Medium
CUST0653,Customer_653,35.0,77441.71,Bachelor,Artist,New York,Amazing! Highly recommended. ~,9,Home Appliances,Medium
CUST0654,Customer_654,49.0,92671.73,PhD,Lawyer,Phoenix,Terrible experience. Never shopping here again! !%,25,Books,High
CUST0655,Customer_655,19.0,46290.86,Master,Scientist,New York,Terrible experience. Never shopping here again! %^^,27,Books,Low
CUST0656,Customer_656,29.0,105256.94,PhD,Scientist,Los Angeles,"Decent quality, but shipping took too long. @&",3,,Low
CUST0657,Customer_657,25.0,112373.2,High School,,New York,Worst purchase I've made. Very disappointed! &,2,Clothing,High
CUST0658,Customer_658,64.0,46426.93,Bachelor,Artist,Phoenix,"It's okay, not the best, but does the job. &$",25,Clothing,Medium
CUST0659,Customer_659,68.0,94911.9,,Teacher,Phoenix,Terrible experience. Never shopping here again! %!^,22,Toys,Low
CUST0660,Customer_660,26.0,64749.54,Master,Artist,Phoenix,Worst purchase I've made. Very disappointed! %^,21,Electronics,High
CUST0661,Customer_661,41.0,33326.59,Bachelor,Doctor,New York,"It's okay, not the best, but does the job. $$^",30,Clothing,Low
CUST0662,Customer_662,51.0,46628.79,PhD,Artist,Houston,Great product! Would definitely buy again. ~!&,3,Electronics,Low
CUST0663,Customer_663,20.0,117366.43,Master,Artist,Phoenix,"It's okay, not the best, but does the job. &%&",17,Home Appliances,Medium
CUST0664,Customer_664,58.0,23366.59,Master,Scientist,Chicago,Great product! Would definitely buy again. ~!,1,Toys,High
CUST0665,Customer_665,20.0,65093.45,Bachelor,Artist,New York,Love it! Perfect for my needs. @%^,1,Clothing,Low
CUST0666,Customer_666,37.0,63943.62,Bachelor,Lawyer,Chicago,,1,,Low
CUST0667,Customer_667,47.0,57840.41,PhD,,Los Angeles,Customer service was very helpful! &^#,17,,Medium
CUST0668,Customer_668,53.0,73992.97,High School,Teacher,New York,"Decent quality, but shipping took too long. ^^",12,Toys,Medium
CUST0669,Customer_669,27.0,39909.93,Master,,Houston,"It's okay, not the best, but does the job. @",5,Home Appliances,High
CUST0670,Customer_670,55.0,59837.11,Bachelor,,Houston,Terrible experience. Never shopping here again! *%$,17,Clothing,Medium
CUST0671,Customer_671,33.0,85881.16,High School,Lawyer,New York,"The packaging was damaged, but the product is fine. &$",13,Electronics,Low
CUST0672,Customer_672,67.0,66639.11,Bachelor,Engineer,Phoenix,Great product! Would definitely buy again. ~,13,,High
CUST0673,Customer_673,45.0,62655.7,Bachelor,Engineer,Phoenix,,18,Clothing,Low
CUST0674,Customer_674,34.0,29465.05,Bachelor,Lawyer,Los Angeles,Great product! Would definitely buy again. @@,6,Toys,Low
CUST0675,Customer_675,38.0,,Master,,Phoenix,Great product! Would definitely buy again. ^~,1,Toys,High
CUST0676,Customer_676,56.0,94773.51,Bachelor,Engineer,Chicago,Amazing! Highly recommended. ~,26,Home Appliances,High
CUST0677,Customer_677,35.0,34569.86,High School,Artist,New York,Customer service was very helpful! %&,16,Books,High
CUST0678,Customer_678,40.0,117803.34,Master,Teacher,Los Angeles,"The packaging was damaged, but the product is fine. %#~",28,Toys,High
CUST0679,Customer_679,46.0,95061.28,Master,Lawyer,Houston,Great product! Would definitely buy again. *~$,25,,Low
CUST0680,Customer_680,38.0,118198.68,PhD,Engineer,New York,Not what I expected... could be better. #~~,30,Clothing,High
CUST0681,Customer_681,66.0,91683.65,Bachelor,Artist,New York,Worst purchase I've made. Very disappointed! !,10,Clothing,Medium
CUST0682,Customer_682,28.0,106386.33,Bachelor,Artist,New York,Amazing! Highly recommended. #$@,21,,Medium
CUST0683,Customer_683,29.0,104121.15,Master,Doctor,Los Angeles,"Decent quality, but shipping took too long. ~",29,Books,Low
CUST0684,Customer_684,18.0,97012.47,High School,Lawyer,Chicago,Terrible experience. Never shopping here again! *,23,Books,Medium
CUST0685,Customer_685,30.0,112303.24,Master,Teacher,Chicago,"It's okay, not the best, but does the job. *",16,Clothing,High
CUST0686,Customer_686,48.0,93265.68,High School,Lawyer,Los Angeles,"The packaging was damaged, but the product is fine. *&!",4,Toys,Medium
CUST0687,Customer_687,52.0,25785.4,Master,Artist,Houston,Customer service was very helpful! *#%,13,Clothing,Medium
CUST0688,Customer_688,38.0,98743.9,Master,Lawyer,New York,"It's okay, not the best, but does the job. ~",21,Home Appliances,High
CUST0689,Customer_689,21.0,81291.31,High School,Artist,New York,"It's okay, not the best, but does the job. @",7,Clothing,Low
CUST0690,Customer_690,60.0,37198.03,PhD,Engineer,Los Angeles,"The packaging was damaged, but the product is fine. !!*",2,Electronics,Low
CUST0691,Customer_691,65.0,117145.43,Bachelor,Doctor,Chicago,Customer service was very helpful! ~,1,Electronics,High
